time,x,y,behavior
0.03333333333333333,-2.6310149144142794,-0.4362730187557009,In
0.06666666666666667,-2.6310149144142794,-0.4362730187557009,In
0.1,-2.6311401188317896,-0.43552409011999416,In
0.13333333333333333,-2.631475141926177,-0.43350149373018165,In
0.16666666666666666,-2.6318725523006643,-0.4310530839324729,In
0.19999999999999998,-2.6322855591470926,-0.4284021081267517,In
0.2333333333333333,-2.632674478981279,-0.4257475413316627,In
0.26666666666666666,-2.6330345901053005,-0.4231144263431603,In
0.3,-2.6333633173624746,-0.4205282191890979,In
0.3333333333333333,-2.633667243463993,-0.4179390184243764,In
0.36666666666666664,-2.633953857239465,-0.4152714100825262,In
0.39999999999999997,-2.6344346545600152,-0.41010504713457663,In
0.4333333333333333,-2.634653832974125,-0.40732950108936283,In
0.4666666666666666,-2.6348383866643945,-0.4046529038651222,In
0.49999999999999994,-2.6349962815189802,-0.4019999598156039,In
0.5333333333333333,-2.6351344349782257,-0.3992445323986268,In
0.5666666666666667,-2.6352413034567754,-0.39658906085777323,In
0.6,-2.635319939836507,-0.39400856511265603,In
0.6333333333333333,-2.6353757364958335,-0.3913261878231098,In
0.6666666666666666,-2.635404829542939,-0.388643443078175,In
0.7,-2.6354082673145283,-0.3860111121692408,In
0.7333333333333333,-2.6354291008637323,-0.3886180062115374,In
0.7666666666666666,-2.63538061378764,-0.3858848612560962,In
0.7999999999999999,-2.635309475450052,-0.38327883584801725,ObstacleAvoidance
0.8333333333333333,-2.6352117325889304,-0.38059769844543023,ObstacleAvoidance
0.8666666666666666,-2.635087479979429,-0.37789229172199446,ObstacleAvoidance
0.8999999999999999,-2.634946107836004,-0.3753398030903289,In
0.9333333333333332,-2.634827037565632,-0.37349597334371676,In
0.9666666666666666,-2.634765212144927,-0.37268838464700416,In
0.9999999999999999,-2.6347720288496412,-0.3727640103657097,In
1.0333333333333332,-2.634695948004336,-0.3719830915648502,In
1.0666666666666667,-2.634495734762686,-0.3699681686338149,In
1.1,-2.6342470406879057,-0.36752567200596964,In
1.1333333333333335,-2.6339816131205858,-0.3650594838809692,In
1.166666666666667,-2.6336678460692364,-0.3623694508254738,In
1.2000000000000004,-2.6333348665882244,-0.3597327998333719,ObstacleAvoidance
1.2333333333333338,-2.6329901593047347,-0.3571997637555141,ObstacleAvoidance
1.2666666666666673,-2.632621139701586,-0.3546701704685843,ObstacleAvoidance
1.3000000000000007,-2.6322253769317556,-0.3521189905095924,ObstacleAvoidance
1.3333333333333341,-2.6317893806374104,-0.34947171328794513,ObstacleAvoidance
1.3666666666666676,-2.6313367959576204,-0.34687858809997396,ObstacleAvoidance
1.400000000000001,-2.6310234101804664,-0.3451604991624423,ObstacleAvoidance
1.4333333333333345,-2.6308967019839558,-0.3444632107901461,ObstacleAvoidance
1.466666666666668,-2.6308754885807746,-0.3443384677931348,ObstacleAvoidance
1.5000000000000013,-2.630895033612342,-0.34446351192387725,ObstacleAvoidance
1.5333333333333348,-2.6309020412365354,-0.34451365625677965,ObstacleAvoidance
1.5666666666666682,-2.6309020412365354,-0.34451365625677965,ObstacleAvoidance
1.6000000000000016,-2.6307994547897224,-0.3435827915154811,ObstacleAvoidance
1.633333333333335,-2.630585273576155,-0.34149294165092847,ObstacleAvoidance
1.6666666666666685,-2.6303341483210265,-0.3390252367464691,ObstacleAvoidance
1.700000000000002,-2.6297782179272065,-0.33394282248262486,ObstacleAvoidance
1.7333333333333354,-2.6297782179272065,-0.33394282248262486,ObstacleAvoidance
1.7666666666666688,-2.6292189459442494,-0.3294979170335878,ObstacleAvoidance
1.8000000000000023,-2.629053968687198,-0.32907948882649757,ObstacleAvoidance
1.8333333333333357,-2.6287496653462212,-0.3291950359378777,ObstacleAvoidance
