time,x,y,behavior,action
0.0333,-2.0415166875527575,0.5815949213802307,ObstacleAvoidance,1
0.0667,-2.0415166875527575,0.5815949213802307,ObstacleAvoidance,1
0.1,-2.0422745845294275,0.5815448815076047,Out,1
0.1333,-2.0442695470896126,0.5814101980693227,Out,1
0.1667,-2.0467945797998737,0.5812323702777098,Out,1
0.2,-2.049444497820791,0.5810329182091847,ObstacleAvoidance,1
0.2333,-2.052067939163485,0.5808174589958872,ObstacleAvoidance,1
0.2667,-2.0546661103278714,0.580600531073709,ObstacleAvoidance,1
0.3,-2.057265014282695,0.5803980870621883,ObstacleAvoidance,1
0.3333,-2.0599412794413627,0.5802074274457221,ObstacleAvoidance,1
0.3667,-2.062718768398942,0.580013059424652,ObstacleAvoidance,1
0.4,-2.064434982099293,0.579885650054285,ObstacleAvoidance,1
0.4333,-2.064990213377209,0.5798449218288022,ObstacleAvoidance,1
0.4667,-2.0651671351881733,0.5798340869475451,ObstacleAvoidance,1
0.5,-2.0651922588083913,0.5798326588742944,Out,1
0.5333,-2.06807597502986,0.5797412351527749,Out,1
0.5667,-2.0704539709510126,0.5796607195773174,ObstacleAvoidance,1
0.6,-2.073185006160813,0.5795488419487524,ObstacleAvoidance,1
0.6333,-2.0758141563241077,0.5794213971940696,ObstacleAvoidance,1
0.6667,-2.078544291695372,0.5792839767610358,Out,1
0.7,-2.081047479588568,0.5791708325400879,Out,1
0.7333,-2.0836779862822707,0.5790733030256874,Out,1
0.7667,-2.08633457095996,0.5789994145330235,Out,1
0.8,-2.0889662025379296,0.5789504930296827,Out,1
0.8333,-2.0915730070842575,0.5789212731861157,Out,1
0.8667,-2.0943316712913607,0.5789071328695803,Out,1
0.9,-2.0969892992376655,0.5789159219631399,Out,1
0.9333,-2.0996972904196722,0.5789458675357535,Out,1
0.9667,-2.1023291303701566,0.5789910471714643,Out,1
1.0,-2.104935086819565,0.5790567668354516,Out,1
1.0333,-2.110145541426702,0.5792509164085118,Out,1
1.0667,-2.1127493477740176,0.579381186630286,Out,1
1.1,-2.1153771191664568,0.5795367746107978,Out,1
1.1333,-2.117978114164087,0.5797123198596354,Out,1
1.1667,-2.120678301981809,0.5799184818875887,Out,1
1.2,-2.123326225125486,0.5801450273129207,Out,1
1.2333,-2.125997493046717,0.5803939391896256,Out,1
1.2667,-2.1286919421698016,0.5806666386461536,Out,1
1.3,-2.1340227040344093,0.5812792636701891,Out,1
1.3333,-2.136659033793543,0.5816148713271145,Out,1
1.3667,-2.136659033793543,0.5816148713271145,Out,1
1.4,-2.1340260130559896,0.5812546853022962,Out,1
1.4333,-2.139233495492885,0.5820292752059375,Out,1
1.4667,-2.1418821489877753,0.5824579785853174,Out,1
1.5,-2.1445519252708896,0.5829116725720391,Out,1
1.5333,-2.147143689519768,0.5833717466997657,Out,1
1.5667,-2.1498310239609735,0.583873060298556,Out,1
