time,x,y,z,w,plume,glbWindBlowDir,windSpd
0.02,-0.0113,2.1553,-0.6605,0.7508,694.0,219.678,0.09
0.04,-0.0113,2.1553,-0.6605,0.7508,689.0,219.678,0.09
0.06,-0.0113,2.1553,-0.6605,0.7508,699.0,219.678,0.09
0.08,-0.0113,2.1553,-0.6605,0.7508,699.0,219.678,0.09
0.1,-0.0113,2.1553,-0.6605,0.7508,695.0,219.678,0.09
0.12,-0.0113,2.1553,-0.6605,0.7508,690.0,219.678,0.09
0.14,-0.0113,2.1553,-0.6605,0.7508,690.0,219.678,0.09
0.16,-0.0113,2.1553,-0.6605,0.7508,692.0,219.678,0.09
0.18,-0.0113,2.1553,-0.6605,0.7508,692.0,219.678,0.09
0.2,-0.0113,2.1553,-0.6605,0.7508,698.0,219.678,0.09
0.22,-0.0113,2.1553,-0.6605,0.7508,692.0,219.678,0.09
0.24,-0.0113,2.1553,-0.6605,0.7508,692.0,219.678,0.09
0.26,-0.0113,2.1553,-0.6605,0.7508,690.0,219.678,0.09
0.28,-0.0113,2.1553,-0.6605,0.7508,692.0,219.678,0.09
0.3,-0.0113,2.1553,-0.6605,0.7508,692.0,219.678,0.09
0.32,-0.0113,2.1553,-0.6605,0.7508,693.0,219.678,0.09
0.34,-0.0113,2.1553,-0.6605,0.7508,693.0,219.678,0.09
0.36,-0.0113,2.1553,-0.6605,0.7508,688.0,219.678,0.09
0.38,-0.0113,2.1553,-0.6605,0.7508,686.0,219.678,0.09
0.4,-0.0113,2.1553,-0.6605,0.7508,686.0,219.678,0.09
0.42,-0.0113,2.1553,-0.6605,0.7508,694.0,219.678,0.09
0.44,-0.0113,2.1553,-0.6605,0.7508,688.0,219.678,0.09
0.46,-0.0113,2.1553,-0.6605,0.7508,688.0,219.678,0.09
0.48,-0.0113,2.1553,-0.6605,0.7508,693.0,219.678,0.09
0.5,-0.0113,2.1553,-0.6605,0.7508,693.0,219.678,0.09
0.52,-0.0113,2.1553,-0.6605,0.7508,694.0,219.678,0.09
0.54,-0.0113,2.1553,-0.6605,0.7508,690.0,219.678,0.09
0.56,-0.0113,2.1553,-0.6605,0.7508,690.0,219.678,0.09
