time,x,y,z,w,plume,glbWindBlowDir,windSpd
0.02,-0.0424,1.5857,-0.9999,0.0126,0.0,358.5561,0.0
0.04,-0.0424,1.5857,-0.9999,0.0127,0.0,358.5446,0.0
0.06,-0.0424,1.5857,-0.9999,0.0127,0.0,358.5446,0.0
0.08,-0.0424,1.5857,-0.9999,0.0126,0.0,358.5561,0.0
0.1,-0.0424,1.5857,-0.9999,0.0126,0.0,358.5561,0.0
0.12,-0.0424,1.5857,-0.9999,0.0126,0.0,358.5561,0.0
0.14,-0.0424,1.5857,-0.9999,0.0127,0.0,358.5446,0.0
0.16,-0.0424,1.5857,-0.9999,0.0126,0.0,358.5561,0.0
0.18,-0.0424,1.5857,-0.9999,0.0126,0.0,358.5561,0.0
0.2,-0.0424,1.5857,-0.9999,0.0126,0.0,358.5561,0.0
0.22,-0.0424,1.5857,-0.9999,0.0126,0.0,358.5561,0.0
0.24,-0.0424,1.5857,-0.9999,0.0126,0.0,358.5561,0.0
0.26,-0.0424,1.5857,-0.9999,0.0127,0.0,358.5446,0.0
0.28,-0.0424,1.5857,-0.9999,0.0127,0.0,358.5446,0.0
0.3,-0.0424,1.5857,-0.9999,0.0127,0.0,358.5446,0.0
0.32,-0.0424,1.5857,-0.9999,0.0126,0.0,358.5561,0.0
0.34,-0.0424,1.5857,-0.9999,0.0126,0.0,358.5561,0.0
0.36,-0.0424,1.5857,-0.9999,0.0127,0.0,358.5446,0.0
0.38,-0.0424,1.5857,-0.9999,0.0127,0.0,358.5446,0.0
0.4,-0.0424,1.5857,-0.9999,0.0127,0.0,358.5446,0.0
0.42,-0.0424,1.5857,-0.9999,0.0127,695.0,180.5446,0.54
0.44,-0.0424,1.5857,-0.9999,0.0127,694.0,180.5446,0.54
0.46,-0.0424,1.5857,-0.9999,0.0127,694.0,180.5446,0.54
0.48,-0.0424,1.5857,-0.9999,0.0127,696.0,180.5446,0.54
0.5,-0.0424,1.5857,-0.9999,0.0127,695.0,180.5446,0.54
0.52,-0.0424,1.5857,-0.9999,0.0127,695.0,180.5446,0.54
0.54,-0.0424,1.5857,-0.9999,0.0127,698.0,180.5446,0.54
0.56,-0.0424,1.5857,-0.9999,0.0127,692.0,180.5446,0.54
0.58,-0.0424,1.5857,-0.9999,0.0127,692.0,180.5446,0.54
0.6,-0.0424,1.5857,-0.9999,0.0127,691.0,180.5446,0.54
0.62,-0.0424,1.5857,-0.9999,0.0127,691.0,180.5446,0.54
0.64,-0.0424,1.5857,-0.9999,0.0127,700.0,180.5446,0.54
