time,x,y,z,w,plume,glbWindBlowDir,windSpd
0.02,0.4417,2.3118,-0.9995,0.0328,704.0,189.2409,0.35
0.04,0.4417,2.3118,-0.9995,0.0329,704.0,189.2294,0.35
0.06,0.4417,2.3118,-0.9995,0.0329,698.0,189.2294,0.35
0.08,0.4417,2.3118,-0.9995,0.0329,701.0,189.2294,0.35
0.1,0.4417,2.3118,-0.9995,0.0329,701.0,189.2294,0.35
0.12,0.4417,2.3118,-0.9995,0.0329,705.0,189.2294,0.35
0.14,0.4417,2.3118,-0.9995,0.0329,698.0,189.2294,0.35
0.16,0.4417,2.3118,-0.9995,0.0329,698.0,189.2294,0.35
0.18,0.4417,2.3118,-0.9995,0.0328,699.0,189.2409,0.35
0.2,0.4417,2.3118,-0.9995,0.0328,699.0,189.2409,0.35
0.22,0.4417,2.3118,-0.9995,0.0329,697.0,189.2294,0.35
0.24,0.4417,2.3118,-0.9995,0.0329,698.0,189.2294,0.35
0.26,0.4417,2.3118,-0.9995,0.0329,698.0,189.2294,0.35
0.28,0.4417,2.3118,-0.9995,0.0329,697.0,189.2294,0.35
0.3,0.4417,2.3118,-0.9995,0.0329,697.0,189.2294,0.35
0.32,0.4417,2.3118,-0.9995,0.0328,697.0,189.2409,0.35
0.34,0.4417,2.3118,-0.9995,0.0329,701.0,189.2294,0.35
0.36,0.4417,2.3118,-0.9995,0.0329,701.0,189.2294,0.35
0.38,0.4417,2.3118,-0.9995,0.0328,699.0,189.2409,0.35
0.4,0.4417,2.3118,-0.9995,0.0328,698.0,189.2409,0.35
0.42,0.4417,2.3118,-0.9995,0.0328,698.0,189.2409,0.35
0.44,0.4417,2.3118,-0.9995,0.0329,695.0,189.2294,0.35
0.46,0.4417,2.3118,-0.9995,0.0329,703.0,189.2294,0.35
0.48,0.4417,2.3118,-0.9995,0.0329,703.0,189.2294,0.35
0.5,0.4417,2.3118,-0.9995,0.0329,707.0,189.2294,0.35
0.52,0.4417,2.3118,-0.9995,0.0329,707.0,189.2294,0.35
0.54,0.4417,2.3118,-0.9995,0.0329,700.0,189.2294,0.35
0.56,0.4417,2.3118,-0.9995,0.0329,704.0,189.2294,0.35
0.58,0.4417,2.3118,-0.9995,0.0329,704.0,189.2294,0.35
0.6,0.4417,2.3118,-0.9995,0.0329,699.0,189.2294,0.35
0.62,0.4417,2.3118,-0.9995,0.0329,703.0,189.2294,0.35
0.64,0.4417,2.3118,-0.9995,0.0329,703.0,189.2294,0.35
0.66,0.4417,2.3118,-0.9995,0.0329,699.0,189.2294,0.35
0.68,0.4417,2.3118,-0.9995,0.0329,699.0,189.2294,0.35
0.7,0.4417,2.3118,-0.9995,0.0328,698.0,189.2409,0.35
0.72,0.4417,2.3118,-0.9995,0.0328,699.0,189.2409,0.35
0.74,0.4417,2.3118,-0.9995,0.0328,699.0,189.2409,0.35
0.76,0.4417,2.3118,-0.9995,0.0329,699.0,189.2294,0.35
0.78,0.4417,2.3118,-0.9995,0.0328,698.0,189.2409,0.35
0.8,0.4417,2.3118,-0.9995,0.0328,704.0,165.2409,0.25
0.82,0.4417,2.3118,-0.9995,0.0329,704.0,165.2294,0.25
0.84,0.4417,2.3118,-0.9995,0.0329,704.0,165.2294,0.25
0.86,0.4417,2.3118,-0.9995,0.0329,702.0,165.2294,0.25
0.88,0.4417,2.3118,-0.9995,0.0329,702.0,165.2294,0.25
0.9,0.4417,2.3118,-0.9995,0.0329,701.0,165.2294,0.25
0.92,0.4417,2.3118,-0.9995,0.0329,701.0,165.2294,0.25
0.94,0.4417,2.3118,-0.9995,0.0329,704.0,165.2294,0.25
0.96,0.4417,2.3118,-0.9995,0.0329,706.0,165.2294,0.25
0.98,0.4417,2.3118,-0.9995,0.0329,706.0,165.2294,0.25
1.0,0.4417,2.3118,-0.9995,0.0329,697.0,165.2294,0.25
1.02,0.4417,2.3118,-0.9995,0.0329,697.0,165.2294,0.25
1.04,0.4417,2.3118,-0.9995,0.0329,697.0,165.2294,0.25
1.06,0.4417,2.3118,-0.9995,0.0329,701.0,165.2294,0.25
1.08,0.4417,2.3118,-0.9995,0.0329,701.0,165.2294,0.25
1.1,0.4417,2.3118,-0.9995,0.0329,697.0,165.2294,0.25
1.12,0.4417,2.3118,-0.9995,0.0329,695.0,165.2294,0.25
1.14,0.4417,2.3118,-0.9995,0.0329,695.0,165.2294,0.25
1.16,0.4417,2.3118,-0.9995,0.0329,701.0,165.2294,0.25
1.18,0.4417,2.3118,-0.9995,0.0329,699.0,165.2294,0.25
1.2,0.4417,2.3118,-0.9995,0.0328,699.0,165.2409,0.25
1.22,0.4417,2.3118,-0.9995,0.0328,696.0,165.2409,0.25
1.24,0.4417,2.3118,-0.9995,0.0328,698.0,165.2409,0.25
1.26,0.4417,2.3118,-0.9995,0.0328,698.0,165.2409,0.25
1.28,0.4417,2.3118,-0.9995,0.0328,705.0,165.2409,0.25
1.3,0.4417,2.3118,-0.9995,0.0328,702.0,165.2409,0.25
1.32,0.4417,2.3118,-0.9995,0.0329,702.0,165.2294,0.25
1.34,0.4417,2.3118,-0.9995,0.0329,699.0,165.2294,0.25
1.36,0.4417,2.3118,-0.9995,0.0329,699.0,165.2294,0.25
1.38,0.4417,2.3118,-0.9995,0.0328,699.0,165.2409,0.25
1.4,0.4417,2.3118,-0.9995,0.0328,703.0,165.2409,0.25
1.42,0.4417,2.3118,-0.9995,0.0329,703.0,165.2294,0.25
1.44,0.4417,2.3118,-0.9995,0.0329,701.0,165.2294,0.25
1.46,0.4417,2.3118,-0.9995,0.0329,703.0,165.2294,0.25
1.48,0.4417,2.3118,-0.9995,0.0329,703.0,165.2294,0.25
1.5,0.4417,2.3118,-0.9995,0.0329,707.0,165.2294,0.25
1.52,0.4417,2.3118,-0.9995,0.0329,706.0,165.2294,0.25
1.54,0.4417,2.3118,-0.9995,0.0329,706.0,165.2294,0.25
1.56,0.4417,2.3118,-0.9995,0.0328,696.0,165.2409,0.25
1.58,0.4417,2.3118,-0.9995,0.0328,696.0,165.2409,0.25
1.6,0.4417,2.3118,-0.9995,0.0329,704.0,165.2294,0.25
1.62,0.4417,2.3118,-0.9995,0.0329,699.0,165.2294,0.25
1.64,0.4417,2.3118,-0.9995,0.0329,699.0,165.2294,0.25
1.66,0.4417,2.3118,-0.9995,0.0329,699.0,165.2294,0.25
1.68,0.4417,2.3118,-0.9995,0.0329,698.0,165.2294,0.25
1.7,0.4417,2.3118,-0.9995,0.0329,698.0,165.2294,0.25
1.72,0.4417,2.3118,-0.9995,0.0329,705.0,165.2294,0.25
1.74,0.4417,2.3118,-0.9995,0.0329,701.0,171.2294,0.26
1.76,0.4417,2.3118,-0.9995,0.0329,703.0,171.2294,0.26
1.78,0.4417,2.3118,-0.9995,0.0329,703.0,171.2294,0.26
1.8,0.4417,2.3118,-0.9995,0.0329,696.0,171.2294,0.26
1.82,0.4417,2.3118,-0.9995,0.0329,696.0,171.2294,0.26
