time,x,y,z,w,plume,glbWindBlowDir,windSpd
0.02,1.8045,1.2583,-1.0,0.0058,713.0,204.3354,0.6
0.04,1.8045,1.2583,-1.0,0.0058,713.0,204.3354,0.6
0.06,1.8045,1.2583,-1.0,0.0058,719.0,204.3354,0.6
0.08,1.8045,1.2583,-1.0,0.0058,719.0,204.3354,0.6
0.1,1.8045,1.2583,-1.0,0.0058,710.0,204.3354,0.6
0.12,1.8045,1.2583,-1.0,0.0058,708.0,204.3354,0.6
0.14,1.8045,1.2583,-1.0,0.0058,708.0,204.3354,0.6
0.16,1.8045,1.2583,-1.0,0.0058,712.0,204.3354,0.6
0.18,1.8045,1.2583,-1.0,0.0058,715.0,204.3354,0.6
0.2,1.8045,1.2583,-1.0,0.0058,715.0,204.3354,0.6
0.22,1.8045,1.2583,-1.0,0.0058,714.0,204.3354,0.6
0.24,1.8045,1.2583,-1.0,0.0058,710.0,204.3354,0.6
0.26,1.8045,1.2583,-1.0,0.0058,710.0,204.3354,0.6
0.28,1.8045,1.2583,-1.0,0.0058,711.0,204.3354,0.6
0.3,1.8045,1.2583,-1.0,0.0058,711.0,204.3354,0.6
0.32,1.8045,1.2583,-1.0,0.0058,715.0,217.3354,0.51
0.34,1.8045,1.2583,-1.0,0.0058,711.0,217.3354,0.51
0.36,1.8045,1.2583,-1.0,0.0058,711.0,217.3354,0.51
0.38,1.8045,1.2583,-1.0,0.0058,721.0,217.3354,0.51
0.4,1.8045,1.2583,-1.0,0.0058,716.0,217.3354,0.51
0.42,1.8045,1.2583,-1.0,0.0058,716.0,217.3354,0.51
0.44,1.8045,1.2583,-1.0,0.0058,713.0,217.3354,0.51
0.46,1.8045,1.2583,-1.0,0.0058,710.0,217.3354,0.51
0.48,1.8045,1.2583,-1.0,0.0058,710.0,217.3354,0.51
0.5,1.8045,1.2583,-1.0,0.0058,710.0,217.3354,0.51
0.52,1.8045,1.2583,-1.0,0.0058,710.0,217.3354,0.51
0.54,1.8045,1.2583,-1.0,0.0058,713.0,217.3354,0.51
0.56,1.8045,1.2583,-1.0,0.0058,710.0,217.3354,0.51
0.58,1.8045,1.2583,-1.0,0.0058,710.0,217.3354,0.51
0.6,1.8045,1.2583,-1.0,0.0058,718.0,217.3354,0.51
0.62,1.8045,1.2583,-1.0,0.0058,718.0,217.3354,0.51
0.64,1.8045,1.2583,-1.0,0.0058,709.0,217.3354,0.51
0.66,1.8045,1.2583,-1.0,0.0058,709.0,217.3354,0.51
0.68,1.8045,1.2583,-1.0,0.0058,712.0,217.3354,0.51
0.7,1.8045,1.2583,-1.0,0.0058,712.0,217.3354,0.51
0.72,1.8045,1.2583,-1.0,0.0058,712.0,217.3354,0.51
0.74,1.8045,1.2583,-1.0,0.0058,712.0,217.3354,0.51
0.76,1.8045,1.2583,-1.0,0.0058,712.0,217.3354,0.51
0.78,1.8045,1.2583,-1.0,0.0058,711.0,217.3354,0.51
0.8,1.8045,1.2583,-1.0,0.0058,711.0,217.3354,0.51
0.82,1.8045,1.2583,-1.0,0.0058,711.0,217.3354,0.51
0.84,1.8045,1.2583,-1.0,0.0058,714.0,217.3354,0.51
0.86,1.8045,1.2583,-1.0,0.0058,714.0,217.3354,0.51
0.88,1.8045,1.2583,-1.0,0.0058,711.0,217.3354,0.51
0.9,1.8045,1.2583,-1.0,0.0058,711.0,217.3354,0.51
0.92,1.8045,1.2583,-1.0,0.0058,712.0,217.3354,0.51
0.94,1.8045,1.2583,-1.0,0.0058,716.0,217.3354,0.51
0.96,1.8045,1.2583,-1.0,0.0058,716.0,217.3354,0.51
0.98,1.8045,1.2583,-1.0,0.0058,720.0,217.3354,0.51
1.0,1.8045,1.2583,-1.0,0.0058,715.0,217.3354,0.51
1.02,1.8045,1.2583,-1.0,0.0058,715.0,217.3354,0.51
1.04,1.8045,1.2583,-1.0,0.0058,715.0,217.3354,0.51
1.06,1.8045,1.2583,-1.0,0.0058,715.0,217.3354,0.51
1.08,1.8045,1.2583,-1.0,0.0058,715.0,217.3354,0.51
1.1,1.8045,1.2583,-1.0,0.0058,714.0,217.3354,0.51
1.12,1.8045,1.2583,-1.0,0.0058,714.0,217.3354,0.51
1.14,1.8045,1.2583,-1.0,0.0058,716.0,217.3354,0.51
1.16,1.8045,1.2583,-1.0,0.0058,711.0,217.3354,0.51
1.18,1.8045,1.2583,-1.0,0.0058,711.0,217.3354,0.51
1.2,1.8045,1.2583,-1.0,0.0058,717.0,217.3354,0.51
1.22,1.8045,1.2583,-1.0,0.0058,714.0,217.3354,0.51
1.24,1.8045,1.2583,-1.0,0.0058,714.0,217.3354,0.51
