time,x,y,z,w,plume,glbWindBlowDir,windSpd
0.02,-0.0358,1.5823,0.7247,0.689,689.0,174.1068,0.41
0.04,-0.0358,1.5823,0.7247,0.689,692.0,174.1068,0.41
0.06,-0.0358,1.5823,0.7247,0.689,693.0,174.1068,0.41
0.08,-0.0358,1.5823,0.7247,0.689,693.0,174.1068,0.41
0.1,-0.0358,1.5823,0.7247,0.689,692.0,174.1068,0.41
0.12,-0.0358,1.5823,0.7247,0.689,699.0,174.1068,0.41
0.14,-0.0358,1.5823,0.7247,0.689,699.0,174.1068,0.41
0.16,-0.0358,1.5823,0.7247,0.689,698.0,174.1068,0.41
0.18,-0.0358,1.5823,0.7247,0.689,698.0,174.1068,0.41
0.2,-0.0358,1.5823,0.7247,0.689,697.0,174.1068,0.41
0.22,-0.0358,1.5823,0.7247,0.689,691.0,174.1068,0.41
0.24,-0.0358,1.5823,0.7247,0.689,691.0,174.1068,0.41
0.26,-0.0358,1.5823,0.7247,0.689,693.0,174.1068,0.41
0.28,-0.0358,1.5823,0.7247,0.689,693.0,174.1068,0.41
0.3,-0.0358,1.5823,0.7247,0.689,687.0,174.1068,0.41
0.32,-0.0358,1.5823,0.7247,0.689,691.0,174.1068,0.41
0.34,-0.0358,1.5822,0.7247,0.689,695.0,174.1068,0.41
0.36,-0.0358,1.5823,0.7247,0.689,695.0,174.1068,0.41
0.38,-0.0358,1.5823,0.7247,0.689,692.0,174.1068,0.41
0.4,-0.0358,1.5823,0.7247,0.689,692.0,174.1068,0.41
0.42,-0.0358,1.5823,0.7247,0.689,689.0,174.1068,0.41
0.44,-0.0358,1.5823,0.7247,0.689,692.0,174.1068,0.41
0.46,-0.0358,1.5823,0.7247,0.689,692.0,174.1068,0.41
0.48,-0.0358,1.5823,0.7247,0.689,697.0,174.1068,0.41
0.5,-0.0358,1.5823,0.7247,0.689,690.0,174.1068,0.41
0.52,-0.0358,1.5822,0.7247,0.689,690.0,174.1068,0.41
0.54,-0.0358,1.5823,0.7247,0.689,691.0,174.1068,0.41
0.56,-0.0358,1.5823,0.7247,0.689,694.0,201.1068,0.63
0.58,-0.0358,1.5823,0.7247,0.689,694.0,201.1068,0.63
0.6,-0.0358,1.5823,0.7247,0.689,692.0,201.1068,0.63
