time,x,y,z,w,plume,glbWindBlowDir,windSpd
0.02,-0.0468,1.5888,-0.6661,0.7458,695.0,172.5383,0.23
0.04,-0.0468,1.5888,-0.6661,0.7458,695.0,172.5383,0.23
0.06,-0.0468,1.5888,-0.6661,0.7458,700.0,172.5383,0.23
0.08,-0.0468,1.5888,-0.6661,0.7458,695.0,172.5383,0.23
0.1,-0.0468,1.5888,-0.6661,0.7458,695.0,172.5383,0.23
0.12,-0.0468,1.5888,-0.6661,0.7458,692.0,172.5383,0.23
0.14,-0.0468,1.5888,-0.6661,0.7458,694.0,172.5383,0.23
0.16,-0.0468,1.5888,-0.6661,0.7458,694.0,172.5383,0.23
0.18,-0.0468,1.5888,-0.6661,0.7458,691.0,172.5383,0.23
0.2,-0.0468,1.5888,-0.6661,0.7458,691.0,172.5383,0.23
0.22,-0.0468,1.5888,-0.6661,0.7459,696.0,172.5307,0.23
0.24,-0.0468,1.5888,-0.6661,0.7458,692.0,172.5383,0.23
0.26,-0.0468,1.5888,-0.6661,0.7458,692.0,172.5383,0.23
0.28,-0.0468,1.5888,-0.6661,0.7458,691.0,172.5383,0.23
0.3,-0.0468,1.5888,-0.6661,0.7458,691.0,172.5383,0.23
0.32,-0.0468,1.5888,-0.6661,0.7459,687.0,172.5307,0.23
0.34,-0.0468,1.5888,-0.6661,0.7458,691.0,172.5383,0.23
0.36,-0.0468,1.5888,-0.6661,0.7458,691.0,172.5383,0.23
0.38,-0.0468,1.5888,-0.6661,0.7458,695.0,181.5383,0.41
0.4,-0.0468,1.5888,-0.6661,0.7459,695.0,181.5307,0.41
0.42,-0.0468,1.5888,-0.6661,0.7459,695.0,181.5307,0.41
0.44,-0.0468,1.5888,-0.6661,0.7458,698.0,181.5383,0.41
0.46,-0.0468,1.5888,-0.6661,0.7458,698.0,181.5383,0.41
0.48,-0.0468,1.5888,-0.6661,0.7459,691.0,181.5307,0.41
0.5,-0.0468,1.5888,-0.6661,0.7458,694.0,181.5383,0.41
0.52,-0.0468,1.5888,-0.6661,0.7458,694.0,181.5383,0.41
0.54,-0.0468,1.5888,-0.6661,0.7458,696.0,181.5383,0.41
0.56,-0.0468,1.5888,-0.6661,0.7458,697.0,181.5383,0.41
0.58,-0.0468,1.5888,-0.6661,0.7458,697.0,181.5383,0.41
0.6,-0.0468,1.5888,-0.6661,0.7458,698.0,181.5383,0.41
0.62,-0.0468,1.5888,-0.6661,0.7458,694.0,181.5383,0.41
0.64,-0.0468,1.5888,-0.6661,0.7458,694.0,181.5383,0.41
0.66,-0.0468,1.5888,-0.6661,0.7458,691.0,181.5383,0.41
0.68,-0.0468,1.5888,-0.6661,0.7458,691.0,181.5383,0.41
0.7,-0.0468,1.5888,-0.6661,0.7458,697.0,181.5383,0.41
0.72,-0.0468,1.5888,-0.6661,0.7458,697.0,181.5383,0.41
0.74,-0.0468,1.5888,-0.6661,0.7459,692.0,181.5307,0.41
0.76,-0.0468,1.5888,-0.6661,0.7458,700.0,181.5383,0.41
0.78,-0.0468,1.5888,-0.6661,0.7458,699.0,181.5383,0.41
0.8,-0.0468,1.5888,-0.6661,0.7458,699.0,181.5383,0.41
0.82,-0.0468,1.5888,-0.6661,0.7459,696.0,181.5307,0.41
0.84,-0.0468,1.5888,-0.6661,0.7459,696.0,181.5307,0.41
0.86,-0.0468,1.5888,-0.6661,0.7458,695.0,181.5383,0.41
0.88,-0.0468,1.5888,-0.6661,0.7458,694.0,181.5383,0.41
0.9,-0.0468,1.5888,-0.6661,0.7459,694.0,181.5307,0.41
0.92,-0.0468,1.5888,-0.6661,0.7459,690.0,181.5307,0.41
0.94,-0.0468,1.5888,-0.6661,0.7459,696.0,181.5307,0.41
0.96,-0.0468,1.5888,-0.6661,0.7459,696.0,181.5307,0.41
0.98,-0.0468,1.5888,-0.6661,0.7458,696.0,181.5383,0.41
1.0,-0.0468,1.5888,-0.6661,0.7458,696.0,181.5383,0.41
1.02,-0.0468,1.5888,-0.6661,0.7458,694.0,181.5383,0.41
1.04,-0.0468,1.5888,-0.6661,0.7458,694.0,181.5383,0.41
1.06,-0.0468,1.5888,-0.6661,0.7458,694.0,181.5383,0.41
1.08,-0.0468,1.5888,-0.6661,0.7458,692.0,181.5383,0.41
1.1,-0.0468,1.5888,-0.6661,0.7458,690.0,181.5383,0.41
1.12,-0.0468,1.5888,-0.6661,0.7458,690.0,181.5383,0.41
1.14,-0.0468,1.5888,-0.6661,0.7458,696.0,181.5383,0.41
1.16,-0.0468,1.5888,-0.6661,0.7458,696.0,181.5383,0.41
1.18,-0.0468,1.5888,-0.6661,0.7459,696.0,181.5307,0.41
1.2,-0.0468,1.5888,-0.6661,0.7459,695.0,181.5307,0.41
1.22,-0.0468,1.5888,-0.6661,0.7459,689.0,181.5307,0.41
1.24,-0.0468,1.5888,-0.6661,0.7458,689.0,181.5383,0.41
1.26,-0.0468,1.5888,-0.6661,0.7458,693.0,181.5383,0.41
1.28,-0.0468,1.5888,-0.6661,0.7458,690.0,181.5383,0.41
1.3,-0.0468,1.5888,-0.6661,0.7458,690.0,181.5383,0.41
1.32,-0.0468,1.5888,-0.6661,0.7458,695.0,157.5383,0.45
