time,x,y,behavior
0.03333333333333333,-2.573084148879763,-0.4321559463741932,ObstacleAvoidance
0.06666666666666667,-2.573084148879763,-0.4321559463741932,ObstacleAvoidance
0.1,-2.5732609332735104,-0.4313914893919992,In
0.13333333333333333,-2.5737003751559833,-0.4294667834514787,In
0.16666666666666666,-2.574228522261591,-0.42712097110706004,In
0.19999999999999998,-2.574815745054676,-0.4245290427363999,ObstacleAvoidance
0.2333333333333333,-2.575418326107548,-0.4219406538651811,ObstacleAvoidance
0.26666666666666666,-2.5760655443342424,-0.41925879881348993,ObstacleAvoidance
0.3,-2.5767133745747985,-0.4166813372226096,ObstacleAvoidance
0.3333333333333333,-2.577368021201952,-0.4141840171475204,ObstacleAvoidance
0.36666666666666664,-2.5780726418380917,-0.41159524868721764,ObstacleAvoidance
0.39999999999999997,-2.578794042247317,-0.4090374079780923,ObstacleAvoidance
0.4333333333333333,-2.579561309683334,-0.4064137460627202,ObstacleAvoidance
0.4666666666666666,-2.580323329276075,-0.40389415672046447,In
0.49999999999999994,-2.581136850966642,-0.401284459717256,In
0.5333333333333333,-2.5827865624585424,-0.39623177809139754,In
0.5666666666666667,-2.5827865624585424,-0.39623177809139754,In
0.6,-2.5845414554594726,-0.3911878592953695,In
0.6333333333333333,-2.5853994852748396,-0.3888335870687758,In
0.6666666666666666,-2.58633183804785,-0.3863448899595564,In
0.7,-2.5872866850683187,-0.38386472046359776,In
0.7333333333333333,-2.5872866850683187,-0.38386472046359776,In
0.7666666666666666,-2.5892569078037733,-0.3789554196882806,In
0.7999999999999999,-2.5903000951479047,-0.37645615654292275,In
0.8333333333333333,-2.591337330460199,-0.3740368015040749,In
0.8666666666666666,-2.592395907379978,-0.37162672093056415,In
0.8999999999999999,-2.593526195941456,-0.36911002387655356,In
0.9333333333333332,-2.594605983682129,-0.36676498858113193,In
0.9666666666666666,-2.595698656581053,-0.36445390579858283,In
0.9999999999999999,-2.596857997369014,-0.36206249068420593,In
1.0333333333333332,-2.5980631684190127,-0.3596371864064625,In
1.0666666666666667,-2.599221828574572,-0.35735847203561233,In
1.1,-2.600446743212294,-0.3549999790773739,In
1.1333333333333335,-2.6017052715234374,-0.35263053648753184,In
1.166666666666667,-2.6029622669700956,-0.3503177464086389,In
1.2000000000000004,-2.604240045847799,-0.34801637332583135,In
1.2333333333333338,-2.6056257687795146,-0.3455724055308098,In
1.2666666666666673,-2.606882114078194,-0.3434043574278254,In
1.3000000000000007,-2.608197618186776,-0.34118297288528554,In
1.3333333333333341,-2.609560737866503,-0.33893108657567217,In
1.3666666666666676,-2.6108930474704,-0.33677905395503616,In
1.400000000000001,-2.612435140911802,-0.3337966828735196,In
1.4333333333333345,-2.6140478940282317,-0.330713053357769,In
1.466666666666668,-2.615722775569099,-0.32757924690791346,In
1.5000000000000013,-2.617199341529786,-0.3252992433478258,In
1.5333333333333348,-2.6187108892984723,-0.3230826378200633,In
1.5666666666666682,-2.620256461420854,-0.32085872260015913,In
1.6000000000000016,-2.6217349454597825,-0.3187732596459216,In
