time,x,y,behavior,action
0.0333,-2.872338751390634,1.495750872229067,ObstacleAvoidance,4
0.0667,-2.872338751390634,1.495750872229067,ObstacleAvoidance,4
0.1,-2.872338751390634,1.4957508722290673,ObstacleAvoidance,4
0.1333,-2.872338751390634,1.4957508722290673,ObstacleAvoidance,4
0.1667,-2.872338751390634,1.495750872229067,ObstacleAvoidance,4
0.2,-2.8721775176031716,1.4950347851859995,ObstacleAvoidance,4
0.2333,-2.870653767381537,1.488580812658567,ObstacleAvoidance,4
0.2667,-2.870653767381537,1.488580812658567,ObstacleAvoidance,4
0.3,-2.8699870308652313,1.4859298126749108,ObstacleAvoidance,4
0.3333,-2.868514109986432,1.4804286813542444,Out,4
0.3667,-2.868514109986432,1.4804286813542444,Out,4
0.4,-2.8677946329922657,1.4778965719157782,Out,4
0.4333,-2.8663570310067654,1.4730956612744592,Out,4
0.4667,-2.865589707671307,1.4706571513254714,Out,4
0.5,-2.865589707671307,1.4706571513254714,Out,4
0.5333,-2.864760490248145,1.468105552661054,Out,4
0.5667,-2.8639397500666646,1.4656578234864188,Out,4
0.6,-2.8639397500666646,1.4656578234864188,Out,4
0.6333,-2.8614659230902064,1.4586933907392956,ObstacleAvoidance,4
0.6667,-2.8614659230902064,1.4586933907392956,ObstacleAvoidance,4
0.7,-2.860549504848488,1.4562527964907583,ObstacleAvoidance,4
0.7333,-2.858575296224851,1.4512089222718598,ObstacleAvoidance,4
0.7667,-2.8575913402059996,1.4487947192031805,Out,4
0.8,-2.8556274436542752,1.4441016481972206,Out,4
0.8333,-2.8556274436542752,1.4441016481972206,Out,4
0.8667,-2.8546570568604936,1.4417913953340529,Out,4
0.9,-2.8546570568604936,1.4417913953340529,Out,4
0.9333,-2.8525404832425503,1.4365317101799224,Out,4
0.9667,-2.851485978727511,1.4337915642266923,Out,4
1.0,-2.851485978727511,1.4337915642266923,Out,4
1.0333,-2.849364805760807,1.4283431461279972,Out,4
1.0667,-2.849364805760807,1.4283431461279972,Out,4
1.1,-2.8483617083207493,1.425854766395867,Out,4
1.1333,-2.8465671336931684,1.4215572443945574,Out,4
1.1667,-2.84551133502969,1.4191183758218586,Out,4
1.2,-2.84551133502969,1.4191183758218586,Out,4
1.2333,-2.8432094282657085,1.414020300129335,Out,4
1.2667,-2.8432094282657085,1.414020300129335,Out,4
1.3,-2.839972551927099,1.4072919044850505,ObstacleAvoidance,4
1.3333,-2.839972551927099,1.4072919044850505,ObstacleAvoidance,4
1.3667,-2.838730717697788,1.4048283184980108,ObstacleAvoidance,4
1.4,-2.836307037382853,1.4001833292623418,Out,4
1.4333,-2.836307037382853,1.4001833292623418,Out,4
1.4667,-2.834996694125563,1.397755468336371,Out,4
1.5,-2.8322866881292867,1.392833220594257,Out,4
1.5333,-2.8322866881292867,1.392833220594257,ObstacleAvoidance,4
1.5667,-2.8310057278169767,1.3905046765947762,ObstacleAvoidance,4
1.6,-2.8287761622037833,1.3863870774113485,ObstacleAvoidance,4
1.6333,-2.8287761622037833,1.3863870774113485,ObstacleAvoidance,4
1.6667,-2.827461588743443,1.383961549543093,ObstacleAvoidance,4
1.7,-2.8245460848604838,1.378748058704358,ObstacleAvoidance,4
1.7333,-2.8245460848604838,1.378748058704358,Out,4
1.7667,-2.8231414400702404,1.3763148795190887,Out,4
1.8,-2.8206677634005897,1.3720439340026005,Out,4
1.8333,-2.8206677634005897,1.3720439340026005,Out,4
