time,x,y,behavior,action
0.0333,-2.9339182121761116,1.4710230917914848,Out,1
0.0667,-2.9339182121761107,1.4710230917914848,Out,1
0.1,-2.9337077860944456,1.4703727942361708,Out,1
0.1333,-2.9330903433744924,1.4684710397914489,Out,1
0.1667,-2.9323268044619057,1.4661376135850968,Out,1
0.2,-2.9314958409232528,1.4636398340346681,Out,1
0.2333,-2.930612508544227,1.4610527182727533,Out,1
0.2667,-2.929739053894518,1.4585694360708392,Out,1
0.3,-2.9288596471166666,1.456142155722191,Out,1
0.3333,-2.927906863288843,1.453580244790365,Out,1
0.3667,-2.9269756207048743,1.4511453661732419,Out,1
0.4,-2.9260108720656244,1.448696410697801,Out,1
0.4333,-2.925005565501054,1.4462090396215017,Out,1
0.4667,-2.923967823599783,1.4437076598114236,Out,1
0.5,-2.9229063940716564,1.4412162401066833,Out,1
0.5333,-2.92072904578649,1.436284403169016,Out,1
0.5667,-2.9196651089818246,1.4339600544066866,Out,1
0.6,-2.9185895049710373,1.431668887212577,Out,1
0.6333,-2.9174378420556986,1.4292739758890436,Out,1
0.6667,-2.916252045822291,1.426867336804245,Out,1
0.7,-2.9150550279801157,1.4244943854401622,Out,1
0.7333,-2.9138365223618345,1.422132489749735,Out,1
0.7667,-2.9125837039016096,1.4197598104784985,Out,1
0.8,-2.911344866225382,1.4174659023535008,Out,1
0.8333,-2.9100001513242195,1.4150281287995803,Out,1
0.8667,-2.908671024355704,1.412668273044157,Out,1
0.9,-2.907420806003919,1.4104969135679704,Out,1
0.9333,-2.906124221970325,1.4082939359921114,Out,1
0.9667,-2.9047549970020237,1.4060160998356124,Out,1
1.0,-2.903391152212617,1.4037945087497943,Out,1
1.0333,-2.9020070374704305,1.40158548422573,Out,1
1.0667,-2.900547601784746,1.399304297413321,Out,1
1.1,-2.8991220235231667,1.3971217806517866,Out,1
1.1333,-2.897691708519448,1.3949724086083424,Out,1
1.1667,-2.896172323892559,1.3927304096611124,Out,1
1.2,-2.8947046811390242,1.390606375114786,Out,1
1.2333,-2.89321727244365,1.3884963726019532,ObstacleAvoidance,1
1.2667,-2.891637013120164,1.3862968472280168,ObstacleAvoidance,1
1.3,-2.890111173537263,1.3842145010317837,ObstacleAvoidance,1
1.3333,-2.888580476101934,1.382167203053339,ObstacleAvoidance,1
1.3667,-2.887046171056635,1.3801540772367642,ObstacleAvoidance,1
1.4,-2.883818310203475,1.3759948983201045,ObstacleAvoidance,1
1.4333,-2.8826470834798315,1.3744688184831761,Out,1
1.4667,-2.8821761314592678,1.3738411246581852,Out,1
1.5,-2.882116466682489,1.3737594468650172,Out,1
1.5333,-2.8821897006150645,1.3738625334540822,Out,1
1.5667,-2.8817411491287714,1.3732188251156896,Out,1
1.6,-2.880555784767086,1.3715150592758625,Out,1
1.6333,-2.879147236095341,1.3695042011004581,Out,1
1.6667,-2.8776397690944258,1.3673771549325382,Out,1
1.7,-2.876055624936053,1.3651804880944298,Out,1
