time,x,y,behavior,action
0.0333,-3.0606519314483416,0.4922873254478567,Out,5
0.0667,-3.0606519314483416,0.4922873254478567,Out,5
0.1,-3.059848696859167,0.49239138248309433,Out,5
0.1333,-3.0577907954774672,0.49266091223892183,Out,5
0.1667,-3.055357804218415,0.4929899404324496,Out,5
0.2,-3.052626729902829,0.49338053886050637,Out,5
0.2333,-3.049899299406595,0.49379583453182896,Out,5
0.2667,-3.0473508891863945,0.4942091405957608,Out,5
0.3,-3.0448817478364028,0.4946360126879683,Out,5
0.3333,-3.0423422166320484,0.4951006931715133,Out,5
0.3667,-3.039682935891528,0.4956132756787809,Out,5
0.4,-3.037028714888189,0.49615145532603566,Out,5
0.4333,-3.0344785926835036,0.4966930036231878,Out,5
0.4667,-3.0318842273436437,0.49726943824175984,Out,5
0.5,-3.0292709698992257,0.497876847145294,ObstacleAvoidance,5
0.5333,-3.026737306098278,0.4984908310663395,ObstacleAvoidance,5
0.5667,-3.024037438308811,0.49917073167254755,ObstacleAvoidance,5
0.6,-3.021466435814409,0.49984371681679396,Out,5
0.6333,-3.0199280575133356,0.5002632379258527,Out,5
0.6667,-3.0192225334760243,0.500465767866628,Out,5
0.7,-3.0192225334760243,0.500465767866628,Out,5
0.7333,-3.016468520633609,0.5013266808174899,Out,5
0.7667,-3.014078434754533,0.5020791848514927,Out,5
0.8,-3.011643388465142,0.502857361239578,Out,5
0.8333,-3.0091427273989018,0.5036794131303078,Out,5
0.8667,-3.0091427273989018,0.5036794131303078,Out,5
0.9,-3.006625977035722,0.5045331492544338,Out,5
0.9333,-3.0018080586016955,0.506244098274631,Out,5
0.9667,-2.9993166392018953,0.5071691419335593,Out,5
1.0,-2.9968806741904053,0.5080978163160561,Out,5
1.0333,-2.994358491814006,0.5090842715095907,Out,5
1.0667,-2.991915415781794,0.5100642996093728,Out,5
1.1,-2.9895267518891204,0.5110438309235447,Out,5
1.1333,-2.9870977938753525,0.5120582994416221,Out,5
1.1667,-2.984744821909556,0.51305764269572,Out,5
1.2,-2.9823277007985602,0.5141000020577683,Out,5
1.2333,-2.9799378384095885,0.5151416879480836,Out,5
1.2667,-2.974609264294905,0.5176761428132893,Out,5
1.3,-2.971228188309445,0.5196998704276712,Out,5
1.3333,-2.96779519151215,0.5217664406960105,Out,5
1.3667,-2.96779519151215,0.5217664406960105,Out,5
1.4,-2.9622597629989134,0.5246117040999518,Out,5
1.4333,-2.959838113179734,0.5257065435456463,Out,5
1.4667,-2.9574167043131796,0.5268019158572105,Out,5
1.5,-2.954949437084439,0.527918680922906,Out,5
1.5333,-2.9524829635556005,0.5290371975669832,Out,5
1.5667,-2.9500632907673614,0.5301363815636928,Out,5
1.6,-2.947735935963308,0.5311939530762961,Out,5
1.6333,-2.9452473239047468,0.5323249800486103,Out,5
1.6667,-2.9427818426129604,0.5334457020797166,Out,5
1.7,-2.940385796485672,0.5345356520006295,Out,5
1.7333,-2.93796690295971,0.5356365187858423,Out,5
1.7667,-2.9355478821873224,0.5367371483993878,Out,5
1.8,-2.9329695168951067,0.5379153639535151,Out,5
1.8333,-2.930535116011934,0.5390431109922826,Out,5
1.8667,-2.928223643810434,0.5401349553317087,Out,5
1.9,-2.92589753784687,0.5412548893992377,Out,5
